"VIC_AGE_GROUP","VIC_RACE","VIC_SEX","Borough","TotalPop","Men","Women","Hispanic","White","Black","Native","Asian","Income","Poverty","Transit","Unemployment"
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"<18","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"45-64","BLACK","F","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"<18","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"45-64","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"65+","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","F","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"<18","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"<18","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"<18","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"45-64","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"<18","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","F","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"45-64","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"45-64","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"<18","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","WHITE","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"65+","WHITE HISPANIC","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"<18","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","F","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"<18","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","F","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","WHITE HISPANIC","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"45-64","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","WHITE","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","WHITE HISPANIC","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","F","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"45-64","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"<18","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"UNKNOWN","WHITE","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"<18","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"<18","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"45-64","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"<18","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"<18","BLACK HISPANIC","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK HISPANIC","F","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"45-64","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"<18","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"<18","BLACK","F","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"45-64","BLACK","F","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","ASIAN / PACIFIC ISLANDER","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"25-44","BLACK","M","Brooklyn",3326,1573,1753,14.9,1.3,83.6,0,0.3,29114,35.3,73.6,12.9
"18-24","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"18-24","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"18-24","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"18-24","BLACK HISPANIC","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"<18","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"18-24","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"18-24","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"18-24","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"18-24","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"18-24","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"18-24","BLACK","F","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"18-24","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"18-24","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"45-64","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"45-64","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","WHITE HISPANIC","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"<18","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","WHITE","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"<18","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"18-24","BLACK","F","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"18-24","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"18-24","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"18-24","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"45-64","WHITE HISPANIC","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK HISPANIC","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","F","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"18-24","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"18-24","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"45-64","ASIAN / PACIFIC ISLANDER","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"45-64","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"18-24","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"18-24","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"18-24","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","WHITE HISPANIC","F","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"18-24","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","F","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"18-24","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"18-24","ASIAN / PACIFIC ISLANDER","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"18-24","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
"25-44","BLACK","M","Brooklyn",5550,2313,3237,10.5,4,84.3,0,0,27885,30.6,61.6,14.7
